UNITID,UGDS,ADM_RATE
367024,688,NULL
367051,117,NULL
367088,71,NULL
367097,72,NULL
367103,73,NULL
367112,675,NULL
367158,68,NULL
367194,371,0.6544
367334,94,NULL
367361,47,NULL
367431,24,NULL
367459,5908,NULL
367839,78,NULL
367875,257,NULL
367884,1414,0.6015
367936,457,NULL
367954,NULL,NULL
367972,126,NULL
367981,73,NULL
368036,29,NULL
368230,150,NULL
368364,181,NULL
368407,113,0.7714
368443,854,NULL
368452,263,0.5062
368540,29,NULL
368629,607,NULL
368647,17,NULL
368771,63,NULL
368780,324,NULL
368832,43,NULL
368911,1293,NULL
369002,NULL,NULL
369109,73,NULL
369400,2489,NULL
369419,924,NULL
369446,68,NULL
369455,92,NULL
369516,282,NULL
369659,NULL,NULL
369668,280,NULL
369686,246,NULL
369695,144,NULL
369783,414,NULL
369862,381,NULL
369905,254,NULL
369950,155,NULL
371034,13,NULL
371052,371,NULL
371690,864,NULL
371830,72,NULL
371928,113,NULL
371964,318,NULL
372000,46,NULL
372028,161,NULL
372073,277,NULL
372082,103,NULL
372329,450,NULL
372356,60,NULL
372462,119,NULL
372718,263,NULL
372921,652,NULL
372958,405,NULL
373058,102,NULL
373085,158,NULL
373216,62,NULL
373456,12,NULL
373526,222,NULL
373678,160,NULL
373696,148,NULL
373711,79,0.4779
373784,558,NULL
374024,NULL,NULL
374316,81,NULL
374343,42,NULL
374574,513,NULL
374592,78,NULL
374875,423,NULL
374927,55,NULL
374972,439,NULL
374990,53,NULL
375106,102,NULL
375230,121,NULL
375300,92,NULL
375319,19,NULL
375373,205,NULL
375407,128,NULL
375416,564,NULL
375489,214,NULL
375540,71,NULL
375568,42,0.9362
375656,47,NULL
375683,800,NULL
375692,63,NULL
375708,34,NULL
375717,81,NULL
375726,414,NULL
375735,49,NULL
375744,295,NULL
375753,33,NULL
375762,52,NULL
375841,121,NULL
375939,226,NULL
375966,40,0.6667
375984,272,NULL
376224,575,NULL
376242,119,NULL
376288,86,NULL
376321,1124,0.7025
376330,211,NULL
376385,371,NULL
376446,92,NULL
376631,39,NULL
376677,116,NULL
376695,999,NULL
377111,532,NULL
377193,26,NULL
377218,166,0.9231
377272,30,NULL
377281,58,NULL
377315,55,NULL
377342,529,NULL
377449,154,NULL
377458,107,NULL
377485,31,NULL
377546,98,NULL
377555,5078,0.803
377564,4252,0.8381
377652,410,NULL
377661,228,NULL
377670,151,NULL
377722,365,NULL
377759,41,NULL
378105,224,0.5672
378576,141,NULL
378886,139,NULL
378956,641,NULL
379621,40,0.6471
379746,65,NULL
379782,210,NULL
380067,97,NULL
380359,426,NULL
380368,775,NULL
380377,542,NULL
380438,507,NULL
380456,129,NULL
380465,243,NULL
380474,247,NULL
381255,131,NULL
381282,160,NULL
381325,151,NULL
381352,NULL,NULL
381361,68,NULL
381370,268,NULL
381404,212,NULL
381459,NULL,NULL
381486,11,NULL
381529,160,NULL
381699,32,NULL
381732,95,NULL
381866,50,NULL
381945,184,NULL
382063,108,NULL
382258,122,NULL
382267,97,NULL
382416,80,1
382461,44,NULL
382504,359,0.885
382771,416,NULL
382780,128,NULL
382896,185,NULL
382902,83,NULL
382911,102,NULL
382957,398,NULL
383020,16,NULL
383084,3734,NULL
383163,323,NULL
383172,42,NULL
383190,2234,NULL
383279,160,NULL
383297,173,NULL
383312,117,NULL
383330,60,NULL
383367,292,NULL
383464,133,NULL
383525,143,NULL
383765,116,NULL
383792,129,NULL
383950,188,NULL
383996,339,NULL
384236,364,NULL
384245,570,NULL
384254,314,0.4831
384306,NULL,NULL
384333,7792,NULL
384342,4291,NULL
384412,114,NULL
384421,94,0.7778
385132,115,NULL
385503,330,NULL
385549,90,NULL
385619,2089,0.7436
386153,290,0.8198
386472,477,0.8
387819,38,NULL
387925,201,NULL
388043,456,NULL
388520,432,NULL
388663,105,NULL
389727,234,NULL
389860,235,NULL
390701,3520,NULL
390905,204,NULL
391005,341,NULL
391546,108,NULL
391759,35,NULL
392257,1296,NULL
392354,21,1
392415,280,NULL
392840,243,0.97
393180,62,NULL
393524,89,NULL
393649,677,NULL
393861,547,NULL
393977,36,NULL
395195,23,NULL
395362,1446,NULL
395690,684,NULL
397942,841,NULL
398130,284,0.44
399212,11162,NULL
399869,571,0.9222
399911,417,0.384
400080,918,NULL
400187,389,NULL
401223,124,NULL
401250,NULL,NULL
401481,42,NULL
401764,218,NULL
402563,198,NULL
402776,83,NULL
402800,152,NULL
403469,361,NULL
403478,510,NULL
403487,670,NULL
404037,22,NULL
404055,432,NULL
404222,NULL,NULL
404338,79,NULL
404365,271,NULL
404374,192,NULL
404383,431,NULL
404426,2670,NULL
404684,426,NULL
404718,19,NULL
404806,360,NULL
404912,747,NULL
404994,4455,NULL
405012,83,NULL
405021,71,NULL
405058,140,0.8545
405076,538,NULL
405748,21,NULL
405854,194,NULL
405872,2938,NULL
405997,436,NULL
406024,962,NULL
406033,1204,NULL
406149,102,NULL
406325,160,NULL
406413,82,NULL
406422,93,0.7938
406486,76,NULL
406495,94,NULL
406547,393,NULL
407009,3201,0.7786
407054,140,NULL
407090,303,NULL
407142,106,NULL
407151,86,NULL
407179,101,NULL
407328,106,1
407355,191,NULL
407391,144,NULL
407407,119,NULL
407425,127,NULL
407434,49,NULL
407461,115,NULL
407470,164,NULL
407489,109,NULL
407513,306,NULL
407522,11,NULL
407568,106,NULL
407577,198,NULL
407595,77,NULL
407601,7,NULL
407629,NULL,NULL
407683,105,NULL
407708,199,NULL
407735,34,NULL
407832,234,NULL
408039,131,NULL
408066,117,NULL
408163,58,NULL
408312,104,NULL
408385,691,NULL
408729,118,1
408844,2354,NULL
408862,302,NULL
409032,87,NULL
409120,165,NULL
409193,239,NULL
409254,NULL,NULL
409315,19701,NULL
409591,122,NULL
409616,NULL,NULL
409698,6541,0.3524
410283,220,NULL
410496,251,NULL
410502,1031,NULL
410797,130,NULL
410964,32,NULL
411684,94,NULL
411754,38,NULL
412003,39,NULL
412173,247,NULL
412535,39,NULL
412544,128,NULL
412599,600,NULL
413176,49,NULL
413343,17,NULL
413413,9385,NULL
413617,303,NULL
413626,255,NULL
413680,482,NULL
413778,204,NULL
413802,167,NULL
413820,18,NULL
413893,429,NULL
413945,77,NULL
413972,55,NULL
414054,82,NULL
414063,121,NULL
414124,361,0.9364
414452,21,NULL
414461,2707,NULL
414489,94,NULL
414540,227,NULL
414595,122,NULL
414823,1553,0.8147
414869,153,NULL
414878,375,NULL
414911,1054,NULL
414939,102,NULL
414966,NULL,NULL
415039,79,NULL
415057,103,NULL
415729,13,NULL
415987,289,NULL
416458,295,NULL
416670,33,NULL
416801,339,NULL
417008,86,NULL
417062,70,NULL
417105,386,NULL
417123,109,NULL
417178,38,NULL
417187,21,NULL
417248,49,NULL
417257,38,NULL
417275,0,NULL
417318,10,NULL
417327,285,NULL
417381,146,NULL
417406,36,NULL
417442,58,0.5556
417503,167,NULL
417549,160,NULL
417600,30,NULL
417628,31,0.8571
417637,80,NULL
417646,23,0.625
417655,33,0.4643
417673,24,NULL
417682,21,1
417716,168,0.8333
417725,76,NULL
417734,207,0.381
417752,66,0.9048
417789,51,NULL
417804,103,NULL
417831,88,NULL
417840,86,0.3869
417868,68,0.3452
417886,71,0.7037
417910,207,1
417983,71,NULL
417992,84,1
418001,259,NULL
418010,59,0.8
418029,30,0.5424
418038,132,NULL
418056,85,0.791
418065,300,0.7931
418083,47,NULL
418126,356,NULL
418171,43,NULL
418199,59,NULL
418205,286,NULL
418223,103,NULL
418250,298,NULL
418269,85,NULL
418278,27,NULL
418296,511,NULL
418302,163,NULL
418320,916,NULL
418339,109,NULL
418348,114,NULL
418357,44,NULL
418409,193,NULL
418427,111,0.878
418445,22,1
418454,149,NULL
418481,47,0.7879
418515,177,NULL
418524,51,0.6154
418533,422,NULL
418542,158,NULL
418560,83,NULL
418588,32,0.5455
418603,67,0.7222
418612,21,NULL
418658,231,NULL
418755,78,NULL
418764,142,NULL
418773,689,NULL
418782,189,NULL
418870,221,NULL
418889,68,NULL
418913,17,NULL
418968,14,NULL
419031,28,0.8571
419095,49,NULL
419147,23,NULL
419156,12,NULL
419183,335,NULL
419217,70,0.5
419226,350,NULL
419235,120,NULL
419244,142,0.8438
419253,39,NULL
419271,9,NULL
419280,27,NULL
419314,17,NULL
419332,10,NULL
419341,21,NULL
419411,142,NULL
419420,62,NULL
419457,82,NULL
419484,30,NULL
419633,67,NULL
419660,518,NULL
419703,554,NULL
419712,189,NULL
419721,245,NULL
420006,67,NULL
420024,203,NULL
420042,959,NULL
420103,177,NULL
420130,51,0.474
420246,NULL,NULL
420255,97,NULL
420307,1915,NULL
420316,438,NULL
420325,55,0.2167
420343,885,NULL
420370,479,NULL
420398,12850,NULL
420431,1103,NULL
420440,1277,NULL
420459,127,NULL
420468,326,NULL
420495,19,NULL
420538,1125,NULL
420556,753,NULL
420574,3861,0.7609
420608,100,NULL
420705,NULL,NULL
420723,250,NULL
420866,48,NULL
420981,496,NULL
421540,174,NULL
421559,90,NULL
421610,58,NULL
421665,17,NULL
421708,494,NULL
421717,47,NULL
421771,40,NULL
421832,284,0.8802
421841,268,0.9429
421878,223,NULL
421896,409,NULL
422190,40,NULL
422695,360,NULL
422835,167,NULL
423120,704,NULL
423397,63,NULL
423643,NULL,NULL
423652,345,NULL
423980,692,NULL
425250,115,NULL
425889,289,NULL
425986,250,NULL
426314,9877,0.6275
427308,163,0.9111
427335,35,NULL
427894,150,NULL
427919,54,NULL
427973,184,NULL
427982,96,NULL
427991,547,NULL
428000,146,NULL
428019,297,NULL
428055,284,NULL
428073,21,NULL
428125,99,NULL
428143,237,NULL
428170,384,NULL
428259,160,NULL
428268,122,NULL
428286,511,NULL
428392,1197,NULL
428444,899,NULL
429012,439,NULL
429085,NULL,NULL
429094,NULL,NULL
429128,750,NULL
430096,220,NULL
430157,109,NULL
430166,99,NULL
430184,2482,NULL
430218,120,NULL
430227,131,NULL
430245,455,NULL
430254,77,NULL
430306,47,NULL
430342,101,NULL
430403,41,0.7195
430421,20,NULL
430485,60,0.74
430564,44,NULL
430582,395,NULL
430670,37,0.3
430704,14,NULL
430795,241,NULL
430810,339,0.4456
430883,30,0.4024
430908,67,NULL
430935,866,NULL
430971,33,1
431017,92,NULL
431071,84,NULL
431099,44,NULL
431105,124,0.7671
431123,375,NULL
431141,1248,NULL
431169,120,NULL
431187,74,NULL
431196,129,NULL
431202,25,NULL
431266,83,0.6531
431275,99,NULL
431284,84,NULL
431309,19,NULL
431558,244,NULL
431594,NULL,NULL
431600,104,0.9375
431691,31,NULL
431707,29,NULL
431716,417,NULL
431770,43,0.4217
431886,226,NULL
431929,174,NULL
431956,190,NULL
431965,72,NULL
431983,116,0.8205
432074,215,NULL
432117,106,NULL
432223,208,NULL
432241,103,NULL
432269,71,NULL
432302,196,NULL
432348,NULL,NULL
432357,NULL,NULL
432384,488,NULL
432524,170,0.8113
432533,393,NULL
433004,261,1
433013,453,NULL
433040,44,0.9783
433068,182,NULL
433101,596,NULL
433138,180,NULL
433165,4,NULL
433174,443,0.3095
433387,63961,NULL
433420,282,NULL
433466,318,NULL
433536,466,0.9756
433563,74,NULL
433660,13658,0.5615
433970,57,NULL
434016,116,NULL
434061,5168,NULL
434140,975,NULL
434159,299,NULL
434274,82,NULL
434283,60,NULL
434292,2,NULL
434308,444,NULL
434344,149,NULL
434362,46,NULL
434380,19,NULL
434432,41,NULL
434441,NULL,NULL
434469,64,NULL
434496,80,NULL
434520,364,NULL
434539,266,NULL
434584,69,NULL
434672,19338,NULL
434690,168,NULL
434715,NULL,NULL
434751,69,NULL
434812,0,NULL
434821,867,NULL
434830,176,NULL
434900,444,NULL
434937,28,NULL
434973,106,NULL
435000,28,NULL
436003,163,NULL
436012,290,NULL
436021,NULL,NULL
436030,226,NULL
436067,29,NULL
436094,156,NULL
436100,18,NULL
436182,66,NULL
436191,324,NULL
436261,NULL,NULL
436270,137,NULL
436304,1378,NULL
436429,3128,NULL
436438,139,NULL
436465,228,NULL
436483,228,NULL
436553,204,NULL
436599,91,NULL
436614,63,NULL
436632,183,NULL
436641,144,NULL
436650,205,NULL
436775,218,NULL
436818,2010,0.5821
436827,669,0.624
436836,1382,0.5738
437060,203,NULL
437097,950,NULL
437103,6718,NULL
437237,98,1
437316,343,NULL
437556,401,NULL
437608,223,NULL
437635,316,NULL
437705,12,0.7778
437732,244,0.1113
437750,129,NULL
437769,162,NULL
437778,317,NULL
437857,123,NULL
437936,715,0.3513
438151,782,NULL
438179,379,NULL
438212,212,NULL
438221,261,NULL
438258,437,0.7917
438267,242,NULL
438285,456,NULL
438337,225,1
438498,2243,NULL
438504,1388,NULL
438586,1993,NULL
438647,225,NULL
438656,136,NULL
438674,66,NULL
438708,356,NULL
438735,155,NULL
438805,378,NULL
438869,10,NULL
438902,11,NULL
438984,142,NULL
439020,20,NULL
439057,30,NULL
439118,407,0.7553
439127,113,NULL
439145,3366,NULL
439190,2266,NULL
439288,1227,0.8521
439297,100,NULL
439367,521,NULL
439394,12,NULL
439446,39,NULL
439455,292,0.5952
439473,338,NULL
439482,247,NULL
439491,311,NULL
439507,167,NULL
439570,614,NULL
439613,258,NULL
439622,505,0.3544
439631,18,NULL
439668,95,NULL
439686,248,NULL
439701,447,0.5556
439738,353,NULL
439747,105,NULL
439774,35,NULL
439783,75,NULL
439792,425,NULL
439817,NULL,NULL
439844,60,NULL
439862,60,1
439871,87,NULL
439899,61,NULL
439905,321,NULL
439914,NULL,NULL
439932,23,NULL
439969,31,NULL
439978,55,NULL
439996,84,NULL
440004,NULL,NULL
440031,NULL,NULL
440059,702,NULL
440077,5,NULL
440101,169,NULL
440174,80,NULL
440217,30,0.2778
440226,51,NULL
440262,144,NULL
440271,45,NULL
440323,102,NULL
440332,184,NULL
440341,666,NULL
440402,1557,NULL
440411,0,NULL
440420,55,NULL
440457,58,NULL
440466,39,NULL
440651,1005,NULL
440730,454,NULL
440749,129,NULL
440758,162,NULL
440767,244,NULL
440776,27,NULL
440794,446,NULL
440819,75,NULL
440828,904,0.6584
440855,119,NULL
440873,770,NULL
440882,138,NULL
440891,144,NULL
440916,NULL,NULL
440925,41,NULL
440952,238,NULL
440989,631,NULL
441016,373,NULL
441025,621,NULL
441052,1067,NULL
441070,117,NULL
441089,479,NULL
441104,NULL,NULL
441131,NULL,NULL
441168,76,NULL
441210,192,NULL
441229,636,NULL
441256,67,NULL
441308,NULL,NULL
441317,22,NULL
441362,286,NULL
441371,274,NULL
441380,153,NULL
441405,28,NULL
441414,219,NULL
441423,316,NULL
441478,101,NULL
441487,150,0.7143
441496,161,NULL
441502,384,NULL
441511,755,NULL
441548,111,NULL
441575,646,NULL
441593,39,NULL
441609,105,NULL
441618,20,NULL
441636,384,1
441645,139,NULL
441663,311,NULL
441672,66,NULL
441690,295,NULL
441706,133,NULL
441742,811,0.9519
441760,2594,NULL
441779,66,NULL
441788,539,NULL
441830,84,NULL
441858,219,NULL
441876,144,NULL
441900,3345,0.7608
441919,235,NULL
441928,497,NULL
441937,6338,0.7384
441973,771,NULL
441982,331,0.1019
442037,219,NULL
442046,393,NULL
442064,NULL,NULL
442073,565,NULL
442134,421,NULL
442161,288,NULL
442204,72,NULL
442213,60,0.7143
442222,232,NULL
442240,263,NULL
442295,NULL,NULL
442329,857,NULL
442356,1395,0.571
442383,155,NULL
442408,184,NULL
442426,452,1
442435,70,NULL
442523,79,NULL
442569,7173,NULL
442602,434,0.4161
442611,1307,NULL
442620,226,NULL
442639,36,NULL
442657,185,NULL
442718,315,NULL
442727,225,NULL
442781,262,NULL
442790,96,NULL
442806,NULL,NULL
442815,379,NULL
442842,44,NULL
442879,952,NULL
442888,104,NULL
442897,56,NULL
442930,845,NULL
442949,61,NULL
442967,121,NULL
442976,149,NULL
442985,133,NULL
443021,130,NULL
443030,NULL,NULL
443049,212,NULL
443058,17,0.8333
443076,NULL,NULL
443100,180,NULL
443137,253,NULL
443146,218,NULL
443173,18,NULL
443207,276,NULL
443216,126,NULL
443225,41,NULL
443234,267,NULL
443252,1374,NULL
443261,257,NULL
443270,20,NULL
443289,281,NULL
443298,4,NULL
443322,293,NULL
443331,1556,1
443340,41,NULL
443359,79,NULL
443377,96,NULL
443395,68,NULL
443410,976,0.5332
443483,85,NULL
443492,1382,NULL
443544,53,NULL
443562,706,NULL
443571,63,NULL
443599,479,1
443623,487,NULL
443632,123,NULL
443641,192,NULL
443650,488,NULL
443669,258,NULL
443678,77,NULL
443696,26,NULL
443702,NULL,NULL
443748,300,NULL
443766,1694,NULL
443784,1753,NULL
443827,222,NULL
443836,287,NULL
443854,290,NULL
443951,85,NULL
443979,103,NULL
444024,383,NULL
444042,1491,0.7954
444051,88,NULL
444088,375,NULL
444103,NULL,NULL
444130,133,NULL
444194,255,NULL
444200,325,NULL
444219,7721,NULL
444228,31,NULL
444255,186,NULL
444264,243,NULL
444282,67,NULL
444291,94,NULL
444307,86,NULL
444316,125,NULL
444325,64,NULL
444334,22,NULL
444343,100,NULL
444361,98,NULL
444370,67,NULL
444398,231,NULL
444404,42,NULL
444413,108,0.8657
444440,68,0.9149
444468,14,NULL
444486,398,NULL
444510,131,NULL
444529,94,NULL
444547,13,NULL
444556,385,NULL
444565,376,NULL
444583,979,NULL
444592,161,NULL
444608,40,NULL
444635,91,NULL
444644,33,0.8421
444653,72,NULL
444662,39,NULL
444671,190,NULL
444680,36,NULL
444699,NULL,NULL
444705,15,NULL
444714,74,NULL
444732,153,NULL
444769,86,1
444778,76,NULL
444787,246,NULL
444796,81,NULL
444811,71,NULL
444857,58,NULL
444866,111,NULL
444893,192,NULL
444909,8,NULL
444927,176,NULL
444936,49,NULL
444945,156,NULL
444954,1555,NULL
444972,101,NULL
444990,416,NULL
445027,9038,NULL
445090,410,NULL
445115,240,NULL
445133,335,NULL
445188,6815,0.7417
445203,563,NULL
445212,292,NULL
445230,755,NULL
445249,296,NULL
445258,262,NULL
445267,1715,0.2353
445300,166,NULL
445319,29,NULL
445328,137,NULL
445346,1,NULL
445364,347,NULL
445391,39,NULL
445434,354,NULL
445461,486,NULL
445498,44,NULL
445540,64,NULL
445559,304,NULL
445577,230,NULL
445638,59,NULL
445647,111,NULL
445656,162,NULL
445692,442,0.8239
445708,2101,0.8174
445726,206,NULL
445735,385,NULL
445744,408,NULL
445762,163,NULL
445780,22,NULL
445799,1460,NULL
445841,130,NULL
445850,143,NULL
445869,NULL,NULL
445911,623,NULL
445948,489,NULL
445957,217,NULL
445984,70,NULL
446002,NULL,NULL
446039,NULL,NULL
446048,1050,0.399
446084,141,NULL
446093,133,0.8077
446109,229,NULL
446118,160,NULL
446127,241,NULL
446136,299,NULL
446163,44,NULL
446190,8,NULL
446206,57,NULL
446224,49,NULL
446233,265,0.4028
446242,148,NULL
446251,73,0.6
446260,122,NULL
446288,85,NULL
446303,74,0.7692
446349,19,NULL
446385,212,NULL
446394,44,NULL
446455,98,NULL
446516,33,NULL
446525,157,NULL
446534,18,NULL
446552,1204,NULL
446561,973,0.6023
446589,204,NULL
446598,10,NULL
446604,1764,NULL
446640,374,NULL
446668,98,NULL
446677,82,NULL
446729,4,NULL
446774,2000,NULL
446792,51,NULL
446808,86,NULL
446835,449,NULL
446844,156,NULL
446880,303,NULL
446996,65,NULL
447014,235,NULL
447023,464,NULL
447050,54,NULL
447102,178,NULL
447120,146,NULL
447148,198,NULL
447166,70,NULL
447175,74,NULL
447209,138,NULL
447263,506,0.4531
447272,282,NULL
447290,184,NULL
447379,328,NULL
447403,689,NULL
447421,311,NULL
447430,89,NULL
447449,38,NULL
447458,396,NULL
447467,72,NULL
447476,10,NULL
447494,115,NULL
447519,134,NULL
447582,1200,NULL
447591,401,NULL
447607,447,NULL
447616,445,NULL
447634,214,NULL
447689,11443,NULL
447698,NULL,NULL
447704,31,NULL
447713,101,NULL
447722,40,NULL
447731,132,NULL
447759,185,NULL
447768,1425,NULL
447777,570,NULL
447795,12,NULL
447801,NULL,NULL
447810,282,NULL
447847,61,NULL
447865,27,NULL
447874,311,NULL
447883,74,NULL
447892,141,NULL
447908,25,NULL
447917,28,NULL
447935,362,NULL
447953,556,NULL
447962,206,NULL
447971,122,NULL
447980,97,NULL
447999,215,NULL
448008,21,NULL
448017,35,NULL
448026,104,NULL
448035,73,NULL
448044,6,NULL
448071,195,NULL
448123,95,NULL
448150,62,NULL
448196,132,NULL
448220,76,NULL
448239,118,NULL
448248,1157,NULL
448257,26,NULL
448275,15,NULL
448284,592,NULL
448309,249,0.6429
448345,696,NULL
448354,222,NULL
448424,72,NULL
448433,1380,NULL
448567,105,NULL
448576,1100,NULL
448585,239,NULL
448594,3723,NULL
448600,408,NULL
448619,434,NULL
448646,60,NULL
448664,164,NULL
448673,1559,NULL
448707,220,NULL
448716,190,NULL
448734,231,NULL
448752,236,NULL
448761,115,NULL
448770,277,NULL
448798,72,NULL
448822,2,NULL
448840,4027,0.3567
448859,114,NULL
448886,9232,0.767
448895,422,NULL
448974,179,NULL
448983,167,NULL
449010,584,NULL
449038,1698,NULL
449074,689,NULL
449083,300,NULL
449092,238,NULL
449117,280,NULL
449126,33,NULL
449135,229,NULL
449144,133,NULL
449250,414,NULL
449269,276,NULL
449302,16,NULL
449311,100,NULL
449320,647,NULL
449339,37826,NULL
449348,119,NULL
449357,67,NULL
449366,196,NULL
449384,434,0.32
449393,74,NULL
449445,99,NULL
449454,52,NULL
449463,34,NULL
449472,54,NULL
449481,NULL,NULL
449490,177,NULL
449506,553,0.6515
449524,169,NULL
449533,118,NULL
449597,10,NULL
449603,110,NULL
449612,180,0.6486
449658,97,0.5439
449667,62,0.5532
449676,233,NULL
449685,134,NULL
449700,271,NULL
449719,206,NULL
449728,96,NULL
449764,117,0.9762
449773,187,NULL
449782,29,NULL
449807,130,NULL
449816,200,NULL
449834,1,NULL
449852,37,NULL
449861,167,0.6
449870,106,NULL
449898,508,NULL
449904,168,NULL
449922,NULL,NULL
449931,490,0.4474
449959,256,NULL
449968,263,NULL
449977,204,NULL
449986,292,NULL
449995,202,NULL
450003,82,NULL
450021,322,NULL
450049,70,NULL
450058,789,NULL
450067,409,NULL
450076,343,NULL
450085,393,NULL
450094,525,NULL
450119,255,NULL
450128,318,NULL
450173,16411,NULL
450182,242,NULL
450191,274,NULL
450289,256,NULL
450298,246,NULL
450304,NULL,NULL
450377,518,NULL
450395,113,NULL
450401,394,NULL
450456,44,NULL
450465,50,NULL
450483,118,NULL
450526,304,NULL
450535,135,NULL
450544,169,NULL
450571,806,NULL
450599,85,NULL
450605,98,NULL
450614,111,NULL
450632,146,NULL
450641,169,NULL
450650,263,NULL
450669,29,NULL
450696,545,0.7943
450702,448,0.3533
450711,132,NULL
450720,248,NULL
450757,116,NULL
450766,38,NULL
450933,15411,NULL
450942,NULL,NULL
450951,110,NULL
450960,39,NULL
450979,3887,1
450988,161,NULL
451006,99,NULL
451033,14,NULL
451042,34,NULL
451051,73,NULL
451060,274,NULL
451079,NULL,NULL
451097,130,NULL
451103,1017,1
451121,152,NULL
451130,NULL,NULL
451149,471,NULL
451158,496,NULL
451167,109,NULL
451194,51,NULL
451219,0,NULL
451228,221,NULL
451237,90,NULL
451255,29,NULL
451264,108,NULL
451282,47,NULL
451291,17,NULL
451307,58,NULL
451334,177,NULL
451343,155,NULL
451352,161,NULL
451361,26,NULL
451370,50,0.4091
451398,202,0.8158
451404,380,0.8319
451413,287,NULL
451459,88,NULL
451468,211,NULL
451477,246,NULL
451495,31,NULL
451501,151,NULL
451510,NULL,NULL
451529,75,NULL
451538,145,NULL
451547,33,NULL
451556,1498,NULL
451565,187,NULL
451574,102,NULL
451583,414,NULL
451617,41,NULL
451626,82,NULL
451635,37,NULL
451644,8,NULL
451653,11,NULL
451662,4662,NULL
451671,1791,0.378
451699,303,NULL
451705,45,NULL
451714,287,NULL
451741,385,NULL
451750,700,NULL
451796,676,NULL
451820,819,NULL
451848,60,NULL
451857,388,NULL
451866,297,NULL
451875,94,NULL
451884,148,NULL
451909,619,NULL
451918,118,NULL
452009,59,NULL
452018,93,NULL
452027,455,NULL
452036,132,NULL
452045,215,NULL
452054,126,NULL
452063,382,NULL
452072,98,NULL
452081,507,NULL
452090,62,NULL
452106,88,NULL
452115,410,NULL
452124,368,NULL
452373,348,NULL
452887,79,NULL
452948,407,NULL
453109,115,NULL
453163,3643,NULL
453215,758,NULL
453455,99,NULL
453464,102,NULL
453473,38,NULL
453552,154,NULL
453747,55,NULL
453756,83,NULL
453792,127,NULL
453817,212,NULL
454184,520,0.4087
454227,15858,0.7742
454236,718,0.7917
454245,674,0.8
454306,150,NULL
454458,119,NULL
454537,64,NULL
454546,64,NULL
454555,206,NULL
454573,239,NULL
454582,190,NULL
454607,300,NULL
454616,204,NULL
454625,261,NULL
454652,106,NULL
454689,8,NULL
454698,401,NULL
454722,33,NULL
454759,38,NULL
454768,239,NULL
454777,215,NULL
454786,1089,NULL
454795,183,NULL
454801,94,NULL
454810,698,NULL
454829,1519,NULL
454838,NULL,NULL
454847,50,NULL
454856,761,NULL
454865,521,NULL
454874,64,NULL
454883,221,NULL
454892,14,NULL
454908,135,NULL
454917,362,NULL
454926,310,NULL
454935,36,NULL
454944,137,NULL
454953,22,NULL
454962,27,NULL
454971,211,NULL
454980,93,NULL
454999,120,NULL
455008,151,NULL
455017,21,NULL
455026,83,NULL
455035,46,NULL
455053,39,NULL
455062,48,NULL
455071,109,NULL
455080,111,NULL
455099,NULL,NULL
455105,77,NULL
455114,6519,NULL
455141,240,NULL
455178,NULL,NULL
455187,156,NULL
455196,2413,0.7108
455202,407,NULL
455211,177,0.92
455220,40,NULL
455239,30,NULL
455257,417,0.913
455275,284,NULL
455284,233,NULL
455327,53,NULL
455336,185,NULL
455345,37,NULL
455354,187,NULL
455381,110,NULL
455390,333,0.7333
455406,NULL,NULL
455433,NULL,NULL
455460,197,NULL
455479,624,NULL
455488,318,NULL
455512,3200,NULL
455549,13,NULL
455558,130,NULL
455567,300,NULL
455600,125,NULL
455619,250,NULL
455628,506,NULL
455655,325,NULL
455664,96,0.4395
455707,44,NULL
455716,534,NULL
455725,376,NULL
455734,241,NULL
455752,115,NULL
455761,485,NULL
455770,164,0.6446
455798,83,NULL
455804,NULL,NULL
455813,NULL,NULL
455831,155,NULL
455840,89,NULL
455859,197,NULL
455868,224,NULL
455877,135,NULL
455886,135,NULL
455895,214,NULL
455901,217,NULL
455910,50,NULL
455929,57,NULL
455947,127,NULL
455956,301,NULL
455965,142,NULL
455974,47,NULL
455983,360,NULL
455992,NULL,NULL
456001,38,NULL
456010,53,NULL
456029,44,NULL
456038,445,NULL
456056,307,NULL
456065,161,NULL
456074,139,NULL
456092,135,NULL
456126,77,NULL
456135,86,NULL
456153,108,NULL
456180,260,NULL
456205,454,NULL
456214,181,NULL
456287,67,NULL
456296,159,NULL
456302,27,NULL
456348,5673,NULL
456454,392,NULL
456481,63,NULL
456490,102,NULL
456506,116,NULL
456515,182,NULL
456542,NULL,NULL
456551,47,NULL
456560,42,NULL
456579,560,NULL
456588,40,NULL
456597,96,NULL
456612,242,NULL
456621,153,NULL
456791,285,NULL
456825,151,NULL
456861,348,NULL
456922,223,NULL
456931,314,NULL
456940,346,NULL
456959,424,0.6612
456968,478,NULL
456977,117,NULL
457004,6,NULL
457022,202,1
457031,47,NULL
457077,367,NULL
457086,92,NULL
457101,352,0.456
457110,360,0.584
457129,1052,0.6667
457174,254,NULL
457192,95,NULL
457208,130,NULL
457226,23,NULL
457244,93,0.5119
457253,50,NULL
457271,NULL,NULL
457299,167,NULL
457314,113,NULL
457323,352,NULL
457332,1,NULL
457341,167,NULL
457350,53,NULL
457378,142,NULL
457387,188,NULL
457396,73,NULL
457402,19,NULL
457411,268,NULL
457420,133,NULL
