STABBR,loan_ever,female,age_entry,md_faminc,md_earn_wne_p10
TX,0,0.9399999976,28.6000003815,11536,17000
PA,0.8799999952,0.8500000238,28.2999992371,11260.5,31700
MS,0.9300000072,0.8199999928,28.0400009155,15166,22700
NM,0.5600000024,0.5799999833,24,24637,30200
AZ,0.9399999976,0.8000000119,25.9200000763,20261,27700
FL,0.9100000262,0.4099999964,22.5,34777.5,NA
CA,NA,NA,NA,NA,NA
AZ,0.5500000119,0.7400000095,27.0200004578,26731,30800
IL,0.0299999993,0.6200000048,25.9899997711,15445.5,27900
DC,0.9700000286,0.6700000167,34.3400001526,30368,65400
NJ,NA,NA,NA,NA,NA
FL,0.9100000262,0.8799999952,27.9300003052,19543,27200
FL,0.7599999905,0.9200000167,26.0100002289,8462,NA
PA,0.8999999762,0.9100000262,26.5,18246,21200
TX,0.8899999857,0.9200000167,25.7199993134,14916,18900
FL,0.9800000191,0.5199999809,31.9500007629,31989,41500
FL,0.9800000191,0.5199999809,31.9500007629,31989,41500
FL,0.9800000191,0.5199999809,31.9500007629,31989,41500
NY,0,1,18.9099998474,21742,14600
FL,0.9399999976,0.6700000167,28.5499992371,22267.5,42300
WA,NA,NA,NA,NA,NA
OH,0,0.9100000262,26.1100006104,10433.5,NA
FL,0.9700000286,0.8399999738,29.7199993134,23849,24300
TN,0.8999999762,0.8000000119,30.5100002289,14418,22000
TX,0.7799999714,0.4799999893,37.1599998474,29639,46700
OH,0,0.9499999881,26.5,10492,16800
FL,0.3000000119,0.6999999881,26.9699993134,16424.5,26400
OH,0.7900000215,0.6999999881,29.7900009155,19549.5,29100
FL,0.9499999881,0.75,28.9899997711,18912,25300
OH,0,0.3100000024,29.2700004578,13548,NA
MI,NA,NA,NA,NA,NA
NY,0.8000000119,0.9300000072,30.3799991608,27458.5,36900
FL,0.0299999993,0.9100000262,32.8400001526,13539,NA
MA,0.9200000167,0.8899999857,28.5599994659,19421,28200
IL,0.9399999976,0.8399999738,27.8600006104,16770.5,29000
MI,0,0.9599999785,26.8500003815,13730.5,NA
TX,0,0.8299999833,35.2599983215,0,11900
TX,0.9100000262,0.8000000119,27.7399997711,14894.5,27100
NY,NA,NA,NA,NA,NA
TX,0.9300000072,0.8000000119,28.6399993896,16547,NA
TN,0.9599999785,0.9499999881,25.9699993134,19509,19600
TN,0.9599999785,0.5899999738,23.7900009155,44199.5,30100
IL,0.1099999994,0.6399999857,36.7799987793,0,NA
CA,0,0.8600000143,35.2799987793,8973.5,13500
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CA,0,0.8000000119,36.3699989319,5100,12300
CA,0.7300000191,0.9499999881,31.0699996948,14589,NA
CA,NA,NA,NA,NA,NA
CA,0.25,0.7200000286,27.6200008392,15465,26500
CA,NA,NA,NA,NA,17200
CA,0.6800000072,0.7400000095,32.0999984741,35052,NA
CA,0.7799999714,0.8000000119,29.4200000763,14832,29100
CA,NA,NA,NA,NA,NA
CA,0.9399999976,0.3199999928,26.2999992371,34188,43800
CA,0.9100000262,0.4799999893,26.1800003052,17005,26000
CA,0.3000000119,0.6100000143,26.0900001526,18933,NA
CA,0.6200000048,0.3300000131,35.9199981689,13637,29500
CA,0.8999999762,0.6100000143,19.9500007629,59558.5,NA
CA,0.9399999976,0.8500000238,27.9699993134,20165.5,28100
CA,0,0.8399999738,37.6699981689,7914,NA
CA,0.1899999976,0.6200000048,43.1500015259,17118.5,NA
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
IL,0.0299999993,0.9900000095,25.5100002289,12821,13800
LA,0.6299999952,0.9499999881,28.1599998474,14276,20300
SD,0.9200000167,0.5799999833,31.6599998474,29262,44100
NM,0.9599999785,0.6999999881,25.8600006104,27715,27500
TX,0.6600000262,0.9499999881,28.3700008392,17619,14500
PA,0.9800000191,0.5699999928,22.3299999237,60128,51700
TN,0.9599999785,0.8999999762,26.9200000763,20924,19800
IL,0.2700000107,0.7300000191,28.3400001526,19295,22900
IL,0.3100000024,0.6800000072,25.9599990845,20918,31500
IL,0.1299999952,0.6200000048,25.2900009155,23269,28900
AZ,NA,NA,NA,NA,NA
AZ,0.8399999738,0.8600000143,26.2099990845,9091,22300
MI,0.8000000119,0.7099999785,27.6900005341,26420,26500
MI,0.8000000119,0.7099999785,27.6900005341,26420,26500
PR,0.5899999738,0.5600000024,22.3299999237,13417.5,20000
FL,0.9800000191,0.7200000286,22.1200008392,23095,NA
MO,0.9200000167,0.349999994,28.3600006104,13404,28700
MO,0.9200000167,0.349999994,28.3600006104,13404,28700
MO,0.9200000167,0.349999994,28.3600006104,13404,28700
AZ,0.3000000119,0.6100000143,26.75,18668.5,29100
TX,0.9100000262,0.8799999952,27.9300003052,19543,27200
FL,0.9100000262,0.8700000048,27.5200004578,23675,28300
TX,0.9300000072,0.8600000143,28.3700008392,24834.5,32700
MI,0.8000000119,0.7099999785,27.6900005341,26420,26500
PR,0,0.75,23.7600002289,0,13400
TN,0.8899999857,0.9900000095,25.9400005341,19675,17000
PR,0,0.7400000095,27.2800006866,7430.5,21100
CO,0.9100000262,0.8500000238,27.7000007629,20361,27600
FL,0.8600000143,0.7400000095,25.8899993896,15021,23700
NY,0.8600000143,0.7799999714,29.1399993896,10864,26400
OH,0.7200000286,1,22.3700008392,39747.5,24200
OH,0.8000000119,0.9499999881,23.0300006866,48586,19600
NY,0,0,18.0499992371,20348,NA
TX,0.7400000095,0.8100000024,25.9099998474,11495.5,20300
OK,0,0.6999999881,28.7000007629,12450.5,22100
NY,0,0.0299999993,19.6900005341,4354,11800
MD,0,0.7799999714,25.8099994659,21269,35800
AZ,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
CO,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
NM,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
CA,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
CA,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
FL,0.9599999785,0.8700000048,30.2000007629,27896,35200
TX,0.9599999785,0.8700000048,30.2000007629,27896,35200
GA,0.5600000024,0.8700000048,26.9699993134,10741,15300
FL,0.8700000048,0.8100000024,31.2299995422,24215,19700
IL,0.9700000286,0.4900000095,24.8899993896,29558.5,29800
KS,0.8500000238,0.7799999714,28.7800006866,6131,17900
OK,0.8500000238,0.7799999714,28.7800006866,6131,17900
OK,NA,NA,NA,NA,17900
KY,0.9200000167,0.8000000119,28.5900001526,15713,22100
NY,0.9200000167,0.9499999881,29.7199993134,24283,34300
NY,0.9100000262,0.9200000167,32.4399986267,20021,30500
PA,0.8199999928,0.8700000048,30.3600006104,14413,24600
PA,0.9599999785,0.9300000072,32.2900009155,31875,NA
UT,0.9399999976,0.7900000215,28.8600006104,26710.5,22200
VA,0.9599999785,0.8799999952,24.8899993896,52294.5,31400
FL,0.9499999881,0.6899999976,27.6399993896,20058,26400
AZ,0.8799999952,0.5500000119,22.5599994659,43477,NA
CT,0.9800000191,0.8000000119,32.2599983215,45806,27300
FL,0.9599999785,0.2199999988,25.5900001526,29421,38400
IL,0.9300000072,0.9599999785,26.6000003815,32038.5,22400
LA,0.8700000048,0.9599999785,23.4500007629,18360.5,14100
LA,0.8999999762,0.9399999976,22.4699993134,20015,15300
MA,0.8399999738,0.9499999881,24.7999992371,18970.5,18500
MN,0.9599999785,0.6999999881,26.1399993896,33023,35700
NE,0.9700000286,0.2700000107,25.3600006104,25161.5,38400
NE,0.9700000286,0.8899999857,26.1800003052,34534,42300
NE,0.9599999785,0.9700000286,21.8700008392,56100,23000
NJ,0.9100000262,0.9300000072,25.6900005341,21068,12700
NJ,0.9300000072,0.9300000072,25.6299991608,31243.5,22300
NJ,0.9200000167,0.9300000072,25.7000007629,44777,26000
NY,0.9100000262,0.9700000286,23.7700004578,33888.5,20200
OH,0,1,28.5,8840.5,NA
OH,0.8899999857,0.6499999762,30.3400001526,23868.5,25100
OH,0.8999999762,0.9599999785,21.6599998474,72624,22500
OH,0.3100000024,0.9700000286,32.2400016785,9328,NA
OH,0.7799999714,0.9200000167,32.9099998474,29578,NA
OH,0.7699999809,0.7699999809,29.7299995422,23030,30000
OH,0,0.8000000119,32.5999984741,12323,NA
OH,0.6700000167,0.9499999881,25.9599990845,19887,NA
OH,0.7799999714,0.6299999952,28.3600006104,14590,26100
OH,0.6399999857,0.8500000238,30.3299999237,20900,21500
OK,0,0.5899999738,29.3099994659,13707.5,18400
PA,NA,NA,NA,NA,NA
TX,0.9100000262,0.9499999881,28.1800003052,14449,15200
WA,0.9499999881,0.9200000167,23.1100006104,36202.5,26500
WI,0.8999999762,0.9599999785,24.5599994659,28643,16700
WI,0.8799999952,0.9399999976,24.8999996185,24680,13800
OH,0,0.8899999857,29.9500007629,9280,NA
IN,0.9399999976,0.8600000143,29.2600002289,20519,25200
KS,0.5,0.9599999785,26.0300006866,18137,16100
NC,0.7799999714,0.9499999881,23.5400009155,25669,NA
PA,0.8700000048,0.8700000048,29.9699993134,19533,23400
TX,0.7400000095,0.8100000024,25.9099998474,11495.5,20300
TX,0.7799999714,0.3199999928,24.9899997711,22245,NA
FL,0.5,0.6700000167,29.3999996185,10506.5,22000
FL,0.5,0.6700000167,29.3999996185,10506.5,22000
FL,NA,NA,NA,NA,22000
GA,0.9100000262,0.9499999881,27.1599998474,14545,16900
FL,0,0.9100000262,35.5900001526,2847,13600
FL,0.9599999785,0.1800000072,24.9300003052,31416,38400
MO,0.8100000024,0.7200000286,29.9400005341,20298,25100
NV,0.8299999833,0.9700000286,26.2299995422,18436.5,15900
PR,0,0.0299999993,25.6100006104,9142,18000
IL,NA,NA,NA,NA,NA
TX,0,0.5699999928,23.5400009155,17072.5,29100
OH,NA,NA,NA,NA,NA
OH,0.0099999998,0.6700000167,30.9300003052,13937,25000
RI,0.9900000095,0.5500000119,19.7199993134,102439,47200
FL,0.9300000072,0.8299999833,27.4599990845,15199.5,27900
CA,0.8399999738,0.6299999952,24.1900005341,38387,41500
MO,0.9399999976,0.8399999738,27.8600006104,16770.5,29300
MO,0.9200000167,0.5799999833,31.6599998474,29262,44100
CA,0.9200000167,0.7400000095,23.1599998474,26139,32300
OK,0.8600000143,0.7599999905,26.1800003052,18273,20100
MI,NA,NA,NA,NA,NA
GA,0.9700000286,0.6999999881,25.1800003052,30184,25200
NY,0.8700000048,0.7599999905,27.6299991608,16588.5,22300
CA,0.9700000286,0.8000000119,22.8199996948,30448,38200
CA,0.9200000167,0.9399999976,28.1299991608,36220.5,29900
CO,0.9399999976,0.8000000119,25.9200000763,20261,27700
CT,0.9499999881,0.4399999976,25.3299999237,42475,30100
OH,0.9599999785,0.400000006,25.7800006866,27066.5,27700
MA,0.8799999952,1,36.3800010681,36709,NA
GA,0.8999999762,0.4499999881,31.9300003052,17883.5,22900
IL,0.8799999952,0.9399999976,26.3500003815,9017,19300
CA,0.9599999785,0.6499999762,29.5499992371,41655,47500
OH,0.8100000024,0.8500000238,30.0799999237,27023,NA
OH,0.8999999762,0.8500000238,29.4699993134,23609,NA
FL,0.9399999976,0.9499999881,31.2199993134,23729,31200
MA,0.9100000262,0.8399999738,32.0200004578,38205,NA
NY,0,0.6899999976,25.6599998474,17005,14800
TN,0.8899999857,0.8299999833,26.5200004578,12469,26200
WV,0,0.6700000167,28.4099998474,16981,NA
WA,0.8500000238,0.9499999881,22.8999996185,20860,17200
MN,0.9800000191,0.5400000215,35.2400016785,47899,69500
WI,0,0.7099999785,29.2199993134,14886,21400
MN,0,0.5099999905,29.7800006866,3636,NA
CA,0.9499999881,0.7300000191,27.4300003052,22832,29500
NM,1,0.5400000215,30.5799999237,11964.5,NA
CA,0.9700000286,0.0799999982,24.4400005341,26505,41700
CT,0.4900000095,0.8700000048,29.5300006866,10115,28700
CA,NA,NA,NA,NA,NA
OK,0.9399999976,1,26.1499996185,9957,NA
AR,0.9599999785,0.2099999934,25.6000003815,25006.5,38400
CA,0.9599999785,0.2800000012,23.7999992371,31248,38400
KY,0.9599999785,0.2300000042,24.6800003052,28101,38400
SC,0.9499999881,0.25,25.8099994659,24074.5,38400
TN,0.9700000286,0.2700000107,25.3600006104,25161.5,38400
GA,0,0.6399999857,30.3600006104,13158,17200
NC,0.7599999905,0.9499999881,26.2199993134,23003,20700
MI,0.8100000024,0.9499999881,25.7099990845,24904.5,NA
NJ,0.9499999881,0.9700000286,25.1200008392,53567.5,NA
MA,0.8999999762,0.1299999952,26.7299995422,22656,27900
MI,0.8000000119,0.7099999785,27.6900005341,26420,26500
OR,0.8000000119,1,28.2700004578,25288,NA
PR,0.0299999993,0.0299999993,22.8400001526,11579,18900
TX,0,0.9100000262,25.8999996185,10305,22200
WA,0.9599999785,0.200000003,25.8500003815,26279,42500
PA,0.9900000095,0.9300000072,22.2600002289,48040,27700
OK,0.9200000167,0.9800000191,26.9300003052,14400,NA
AL,0.9599999785,0.2099999934,24.8700008392,25842,38400
IL,0.9499999881,0.1700000018,25.8400001526,25318,38400
NY,0.9700000286,0.6800000072,29.3500003815,28650,23000
MI,0.8000000119,0.7099999785,27.6900005341,26420,26500
FL,0.9800000191,0.5400000215,20.8500003815,55421,35100
PA,0.9499999881,0.1899999976,25.0300006866,24439,38400
IN,NA,NA,NA,NA,NA
IN,0.9499999881,0.4499999881,23.3400001526,59270,42600
PA,0.75,0.6499999762,26.1000003815,27668,27800
NV,0.8999999762,0.8199999928,28.9400005341,17188,27800
OK,NA,NA,NA,NA,NA
PA,0.9900000095,0.9700000286,23.5300006866,28232,20400
CT,0.9800000191,0.0099999998,29.2399997711,37833.5,49100
TX,0.7599999905,0.8100000024,34.9700012207,1e4,NA
CA,0.9100000262,0.8700000048,28.4799995422,15010,NA
NY,0.8100000024,0.8999999762,28.3500003815,11588.5,26900
CA,0.8299999833,0.6899999976,29.9699993134,19460,28000
TN,0.8500000238,0.9599999785,25.9200000763,20445.5,17300
TX,0.9900000095,0.6499999762,26.9799995422,25273,NA
NV,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
OH,0.4499999881,0.9800000191,25.6200008392,16375,14400
OH,0.4499999881,0.9800000191,25.6200008392,16375,14400
AL,NA,NA,NA,NA,NA
CA,0,0.9300000072,24.0100002289,12083,13400
CA,0,0.6800000072,29.9300003052,11261,24300
CA,0.6999999881,0.4900000095,32.8300018311,17087,26100
CA,0.6499999762,0.9499999881,23.7099990845,20835.5,15300
CA,NA,NA,NA,NA,NA
CA,NA,NA,NA,NA,NA
CT,0,0.9399999976,32.3199996948,26747,NA
CT,0,0.9499999881,32.2900009155,23701,NA
CT,0,0.7099999785,34,13718,NA
CT,NA,NA,NA,NA,NA
CT,0,0.9499999881,34.8400001526,32246,NA
CT,0,0.7799999714,31.5,19739,NA
FL,0.4699999988,0.5299999714,35.0200004578,7511,23100
FL,0.9200000167,0.7400000095,31.0599994659,20588,22900
GA,NA,NA,NA,NA,NA
GA,0.9599999785,0.8999999762,26.1800003052,14675.5,16100
GA,0.9100000262,0.9599999785,28.2900009155,20911,18700
IL,0.9599999785,0.9100000262,28.75,21995.5,40500
KS,0.9700000286,0.9499999881,23.9599990845,39679,18400
LA,0.8199999928,0.8399999738,23.5400009155,3341,14500
ME,0.9599999785,0.9599999785,25.2600002289,7987.5,17600
MN,NA,NA,NA,NA,NA
MO,0.2099999934,0.7400000095,27.6599998474,22888,25700
MO,0.6700000167,0.5500000119,29.8099994659,18300.5,26400
MO,0.5500000119,0.9200000167,27.8299999237,21324,NA
MO,0.6899999976,0.9900000095,26.0699996948,27625.5,30400
MO,0.7400000095,0.9499999881,31.7700004578,22082,26800
MO,0.9399999976,0.9399999976,30.4300003052,36647,NA
MO,0.8999999762,0.9100000262,30.1000003815,21013,40900
MO,0,0.9700000286,24.5799999237,16470,NA
MO,0.8899999857,0.8700000048,28.1100006104,44449,47400
MO,NA,NA,NA,NA,NA
TX,0.8299999833,0.4699999988,22.4400005341,27685.5,NA
TN,0.9200000167,0.9399999976,28.1700000763,20588.5,19300
NC,0.1000000015,0.9200000167,25.0499992371,14158,NA
NC,NA,NA,NA,NA,NA
NJ,0.4099999964,0.3100000024,27.4200000763,22375,NA
PA,0.8500000238,0.8799999952,28.5100002289,17488,25600
NY,0.8299999833,0.9100000262,31.5300006866,21400,NA
NY,0.8199999928,0.9499999881,29.2800006866,27102,31400
NY,0.8500000238,0.8399999738,30.6399993896,26132,56600
NY,0.75,0.8500000238,30.9500007629,19188,36200
NY,0.8999999762,0.9599999785,30.4899997711,24416.5,25400
NY,0.8600000143,0.8799999952,33.0099983215,30047,NA
NY,0.9200000167,0.9200000167,30.0799999237,26359,35100
NY,0.8199999928,0.9399999976,31.9400005341,26399,NA
NY,0.7400000095,0.9300000072,32.0900001526,28280,30000
NY,0.8999999762,0.8999999762,31.9799995422,27290,37500
NY,0.8700000048,0.8799999952,32.6199989319,25366.5,39000
NY,0.8700000048,0.8600000143,31.3999996185,37655,43000
NY,0.6999999881,0.7799999714,33.4500007629,25965,46800
NY,0.9399999976,0.7900000215,29.7999992371,34908.5,25700
NY,0.4399999976,0.0500000007,34.5800018311,0,NA
OH,0,0.1000000015,27.6800003052,14402,17000
OH,0,0.5199999809,32.25,14873,NA
OH,0.8999999762,0.8899999857,30.8600006104,27304,NA
OH,0,0.3300000131,40.1199989319,26387.5,NA
OH,0.8700000048,0.3400000036,26.9400005341,24510,26800
OH,0,0.8399999738,29.2800006866,18701.5,NA
OK,0,0.7799999714,27.3199996948,15978,25000
OK,0,0.6000000238,29.1900005341,13201.5,22400
OK,0,0.6999999881,27.6800003052,15563.5,22200
OK,0,0.6800000072,28.4699993134,14507,20100
OK,0,0.6399999857,29.9500007629,16681,23600
OK,0,0.3899999857,29.5599994659,8834,NA
OK,0,0.7699999809,32.0600013733,10239,25300
OK,NA,NA,NA,NA,NA
PA,0.9399999976,0.8199999928,33.5200004578,28416,39700
PA,0.9800000191,0.8899999857,31.4200000763,33489,37900
PA,0.8899999857,0.9200000167,28.3299999237,20920.5,NA
PA,0.8500000238,0.5799999833,29.3500003815,30319,36600
PA,0.8199999928,0.9599999785,28.3700008392,24169,NA
PA,0.9599999785,0.9300000072,28.8799991608,43641,NA
PA,0.8799999952,0.8799999952,32.0099983215,35790,35200
PA,0.9499999881,0.8899999857,31.1100006104,23537,NA
PA,0.9499999881,0.8600000143,29.7399997711,32896,34200
PA,0.9300000072,0.9399999976,31.4799995422,37388,36300
PA,0.7599999905,1,23.6200008392,27458,NA
PA,0.9499999881,0.9599999785,30.9300003052,27711,NA
PA,0.9200000167,0.9599999785,31.1100006104,27198.5,NA
PA,0.8299999833,0.8999999762,31.1700000763,26988,NA
PA,0.9800000191,0.0900000036,33.6899986267,20071,34400
PR,0,0.3700000048,21.5300006866,11330.5,20800
PR,0,0.75,25.0300006866,0,12900
PR,0,0.75,25.1700000763,0,15700
PR,0,0.7099999785,25.3899993896,0,14600
PR,0,0.6000000238,24.4599990845,0,13800
PR,0.1599999964,0.0299999993,23.5200004578,11752,18300
TN,0.9100000262,0.8500000238,29.4099998474,18986,23200
TN,0.7099999785,0.0799999982,27.4099998474,22511,53400
TX,0,0.9700000286,30.8999996185,14423,NA
TX,0.2700000107,0.9300000072,30.4300003052,18117.5,15300
WV,0,1,33.5800018311,16391,NA
MA,0.3899999857,0.9599999785,29.3700008392,17256.5,NA
MA,0.9300000072,0.9100000262,25.2700004578,29366.5,27500
AZ,0.9499999881,0.8799999952,23.8799991608,38450,20300
CA,0.8299999833,0.7300000191,28.7800006866,24174.5,35600
FL,0,0.8600000143,30.3199996948,13086,NA
GA,0.6800000072,0.8600000143,26.5,13104,15900
GA,0.9100000262,0.0500000007,23.7000007629,38131,21600
IL,0.9700000286,0.3600000143,27.6200008392,26131.5,29400
IN,0.9200000167,0.8999999762,29.7199993134,31380,NA
MO,0,1,26.3299999237,5475,NA
MO,0.6000000238,1,23.7999992371,18627,NA
NY,0.8899999857,0.9800000191,26.0599994659,13314,NA
PA,NA,NA,NA,NA,NA
PA,0.5400000215,0.5299999714,26.3099994659,13345,21600
WA,0.9499999881,0.8299999833,29.6599998474,30961,26800
WV,0,0.7200000286,28.8600006104,16211.5,NA
VA,0.9700000286,0.8100000024,28.5,36072,38200
PA,0.9399999976,0.8700000048,30.6399993896,21190,NA
CA,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
TX,0,0.8999999762,26.3099994659,9893.5,13100
FL,0.8500000238,0.9100000262,30.75,10121,14300
PR,0.1599999964,0.0299999993,23.5200004578,11752,18300
PR,0.1599999964,0.0299999993,23.5200004578,11752,18300
PR,NA,NA,NA,NA,18300
FL,0.9499999881,0.75,28.9899997711,18912,25300
VA,0.9200000167,0.8100000024,29.3799991608,13671,24500
HI,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
FL,0.9700000286,0.8399999738,29.7199993134,23849,24300
NJ,0.8500000238,0.8799999952,28.5100002289,17488,25600
TX,0.8399999738,0.9399999976,26.5200004578,12375,20500
UT,0.8000000119,0.9399999976,24.6100006104,20114.5,11800
AZ,NA,NA,NA,NA,NA
PR,0,0.0199999996,27.4099998474,6467,17600
AL,0.9499999881,0.7799999714,27.8299999237,15481,26400
AL,0.9499999881,0.7799999714,27.8299999237,15481,26400
NY,0,0,18.4400005341,17532.5,NA
NJ,0.9399999976,0.0399999991,23.9099998474,29412,37300
DC,0.8600000143,0.7799999714,31.3600006104,11807,30100
TX,0.3300000131,0.6100000143,24.6000003815,23387,34100
NY,0.9499999881,0.1700000018,25.8099994659,26260.5,38400
GA,0.0199999996,0.8100000024,27.9799995422,13481,22800
ME,0.6800000072,0.5899999738,24.4599990845,31499.5,27500
OK,0,0.6399999857,29.9500007629,16681,23600
NY,0.7400000095,0.8100000024,31.1100006104,30640.5,52800
GA,0.9100000262,0.8799999952,27.9300003052,19543,27200
OH,0.9100000262,0.8799999952,27.9300003052,19543,27200
AR,0.8500000238,0.6299999952,23.9799995422,27550,32700
OR,0.7699999809,0.6000000238,27.4099998474,21772,NA
AZ,0.8799999952,0.5500000119,22.5599994659,43477,NA
CA,0.8799999952,0.9800000191,33,25116,16300
WA,NA,NA,NA,NA,NA
OR,0.7699999809,0.6000000238,27.4099998474,21772,33100
IL,0.9700000286,0.8100000024,28.5,36072,38200
NY,0,0.7699999809,36.75,0,33300
LA,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
MI,0.9200000167,0.6700000167,32.2299995422,35946.5,53400
KY,0.8899999857,0.7200000286,28.4300003052,17731,25200
OK,0,0.6000000238,29.1900005341,13201.5,22400
OK,0,0.6000000238,29.1900005341,13201.5,22400
PR,0,0.8299999833,27.5100002289,0,16300
UT,0,0.9700000286,21.2900009155,24137,NA
MI,0,1,26.8899993896,10014,NA
AZ,0.7599999905,0.8700000048,29.6599998474,12938.5,25900
OH,0,0.9100000262,31.7000007629,12541,NA
MO,0.8399999738,0.8299999833,23.7299995422,7745.5,17400
NC,0.9800000191,0.200000003,22.9400005341,38692,29200
NY,0.9800000191,0.6000000238,20.7900009155,48773,27800
NJ,0.9200000167,0.8399999738,27.9799995422,20205.5,31900
PR,0,0.6200000048,31.2700004578,0,12100
CA,0.8899999857,0.7400000095,25.7199993134,18083,26900
CA,NA,NA,NA,NA,NA
CA,0.9399999976,0.7699999809,29.8299999237,35084,40400
CA,0.9599999785,0.7699999809,30.5499992371,25050,NA
FL,0,0.9599999785,33.9199981689,0,16200
FL,0,0.9599999785,33.9199981689,0,16200
PR,0,0.0599999987,26.8500003815,16638,19700
TX,0.8799999952,0.8899999857,27.2299995422,13359,20800
AZ,1,0.6899999976,25.8199996948,8284,117000
OR,0.6600000262,0.6200000048,27.0799999237,21269,23900
CA,0.9599999785,0.4900000095,25.3999996185,36307,34100
GA,0.9300000072,0.7799999714,31.2999992371,16295,25900
MA,NA,NA,NA,NA,NA
MA,0.9399999976,0.8000000119,28.8299999237,20249,27500
MA,0.8100000024,0.8100000024,29.2299995422,15917,22100
FL,0.9100000262,0.1700000018,23.2299995422,52839,60900
IL,NA,NA,NA,NA,41900
NY,0,0.7799999714,41.4000015259,14950,20500
NY,0.8999999762,0.9499999881,31.8299999237,21109,NA
TX,0.9599999785,0.150000006,24.8899993896,22906,38400
VA,0.5799999833,0.4900000095,32.2900009155,13334,21600
NC,0.5799999833,0.4900000095,32.2900009155,13334,21600
VA,0.9100000262,0.1099999994,28.6499996185,22315,40000
VA,0.9200000167,0.8199999928,29.0900001526,16398,25200
FL,0,0.6399999857,28.6599998474,15956,32700
FL,1,0.4399999976,25.4599990845,25606,64700
OK,0,0.7400000095,32.0400009155,19944.5,NA
PR,0,0.7300000191,26.3500003815,0,11000
TN,0.5199999809,0.9700000286,27.9300003052,16918,NA
CA,0.0599999987,0.4499999881,25.9400005341,7582,15800
OK,0.8299999833,0.9200000167,27.5200004578,15274,22200
FL,0.9300000072,0.8100000024,28.7700004578,20489,27900
FL,0.9300000072,0.8100000024,28.7700004578,20489,27900
FL,0.9300000072,0.8100000024,28.7700004578,20489,27900
FL,NA,NA,NA,NA,27900
FL,NA,NA,NA,NA,27900
WI,0.9800000191,0.6800000072,30.8099994659,45681,40700
FL,0.9700000286,0.8100000024,28.5,36072,38200
IL,0.9800000191,0.5600000024,22.5900001526,44233.5,34900
PA,0.8899999857,0.8399999738,26.2800006866,21381,22900
OR,0.7799999714,0.6600000262,27.7399997711,17175,24000
AZ,1,0.5799999833,26.5100002289,24284,25200
FL,NA,NA,NA,NA,NA
TX,1,0.6700000167,30.5799999237,21694.5,NA
TX,1,0.6499999762,32.3499984741,15568,NA
TX,0.8799999952,0.9599999785,28.9400005341,13656,22100
MA,0,0.9599999785,37.5400009155,16800,23400
NV,0.9700000286,0.1899999976,25.5699996948,30108,38400
MN,0.9499999881,0.7300000191,27.4300003052,22832,29500
CO,0.9200000167,0.5799999833,31.6599998474,29262,44100
CO,NA,NA,NA,NA,44100
CT,0.8999999762,0.8299999833,29.3899993896,21448,29700
OR,0.9200000167,0.6299999952,24.9599990845,27143,37400
FL,0.9800000191,0.0099999998,25.0900001526,53468.5,26400
AZ,0.9800000191,0.0099999998,25.0900001526,53468.5,26400
IN,0.9300000072,0.9200000167,28.2199993134,17310,22900
MD,NA,NA,NA,NA,51700
MD,NA,NA,NA,NA,51700
MD,NA,NA,NA,NA,51700
MD,NA,NA,NA,NA,51700
MD,NA,NA,NA,NA,51700
NJ,0.9900000095,0.8600000143,25.7800006866,22585,21200
PA,0.9800000191,0.9499999881,24.4400005341,19487,17400
TX,0.7400000095,0.8100000024,25.9099998474,11495.5,20300
VA,0.8899999857,0.8299999833,28.2000007629,22115,23200
FL,0.9599999785,0.1800000072,25.5,25111,38400
VA,NA,NA,NA,NA,NA
CA,0.5799999833,0.4900000095,32.2900009155,13334,21600
PA,0.9499999881,0.3000000119,26.3899993896,27749,38400
PA,0.9499999881,0.1899999976,25.0300006866,24439,38400
OH,0.9499999881,0.25,25.8099994659,24074.5,38400
OH,0.9499999881,0.2300000042,25.6399993896,24899.5,38400
NJ,0.8500000238,0.8799999952,28.5100002289,17488,25600
GA,0.75,0.8999999762,28.0300006866,12094,29500
NE,0.9900000095,0.4499999881,20.2199993134,51873,33900
NY,0.6700000167,0.3300000131,31.5799999237,5176,NA
FL,0.9399999976,0.6600000262,36.7099990845,9541,17500
CA,NA,NA,NA,NA,NA
MO,NA,NA,NA,NA,NA
PR,NA,NA,NA,NA,NA
TX,NA,NA,NA,NA,NA
WV,0,0.6000000238,28.3199996948,12474,25100
NH,0.9900000095,0.6899999976,21.7900009155,64839,NA
NJ,0.9900000095,0.9200000167,31.0300006866,51776,NA
NY,0.9200000167,0.9599999785,29.1900005341,23616,NA
PA,0.9100000262,0.9300000072,29.4500007629,39230,NA
PR,0,0.1400000006,23.3799991608,11734,16400
